measure,hu33_samples,notes_ticks
29.645000,1724751,110957
29.650000,1725192,110976
29.655000,1725633,110995
29.660000,1726074,111014
29.665000,1726515,111034
29.670000,1726956,111053
29.675000,1727397,111072
29.680000,1727838,111091
29.685000,1728279,111110
29.690000,1728720,111130
29.695000,1729161,111149
29.700000,1729602,111168
29.705000,1730043,111187
29.710000,1730484,111206
29.715000,1730925,111226
29.720000,1731366,111245
29.725000,1731807,111264
29.730000,1732248,111283
29.735000,1732689,111302
29.740000,1733130,111322
29.745000,1733571,111341
29.750000,1734012,111360
29.755000,1734453,111379
29.760000,1734894,111398
29.765000,1735335,111418
29.770000,1735776,111437
29.775000,1736217,111456
29.780000,1736658,111475
29.785000,1737099,111494
29.790000,1737540,111514
29.795000,1737981,111533
29.800000,1738422,111552
29.805000,1738863,111571
29.810000,1739304,111590
29.815000,1739745,111610
29.820000,1740186,111629
29.825000,1740627,111648
29.830000,1741068,111667
29.835000,1741509,111686
29.840000,1741950,111706
29.845000,1742391,111725
29.850000,1742832,111744
29.855000,1743273,111763
29.860000,1743714,111782
29.865000,1744155,111802
29.870000,1744596,111821
29.875000,1745037,111840
29.880000,1745478,111859
29.885000,1745919,111878
29.890000,1746360,111898
29.895000,1746801,111917
29.900000,1747242,111936
29.905000,1747683,111955
29.910000,1748124,111974
29.935000,1748565,112070
29.940000,1749006,112090
29.945000,1749447,112109
29.950000,1749888,112128
29.955000,1750329,112147
29.960000,1750770,112166
29.965000,1751211,112186
29.970000,1751652,112205
29.975000,1752093,112224
29.980000,1752534,112243
29.985000,1752975,112262
29.990000,1753416,112282
29.995000,1753857,112301
30.000000,1754298,112320
30.005000,1754739,112339
30.010000,1755180,112358
30.015000,1755621,112378
30.020000,1756062,112397
30.025000,1756503,112416
30.030000,1756944,112435
30.035000,1757385,112454
30.040000,1757826,112474
30.045000,1758267,112493
30.050000,1758708,112512
30.055000,1759149,112531
30.060000,1759590,112550
30.065000,1760031,112570
30.070000,1760472,112589
30.075000,1760913,112608
30.080000,1761354,112627
30.085000,1761795,112646
30.090000,1762236,112666
30.095000,1762677,112685
30.100000,1763118,112704
30.105000,1763559,112723
30.110000,1764000,112742
30.115000,1764441,112762
30.120000,1764882,112781
30.125000,1765323,112800
30.130000,1765764,112819
30.135000,1766205,112838
30.140000,1766646,112858
30.215000,1767087,113165
30.220000,1767528,113184
30.225000,1767969,113203
30.230000,1768410,113222
30.235000,1768851,113242
30.240000,1769292,113261
30.245000,1769733,113280
30.250000,1770174,113299
30.255000,1770615,113318
30.260000,1771056,113338
30.265000,1771497,113357
30.270000,1771938,113376
30.275000,1772379,113395
30.280000,1772820,113414
30.285000,1773261,113434
30.290000,1773702,113453
30.355000,1774143,113683
30.360000,1774584,113702
30.365000,1775025,113722
30.370000,1775466,113741
30.375000,1775907,113760
30.380000,1776348,113779
30.385000,1776789,113798
30.390000,1777230,113818
30.395000,1777671,113837
30.400000,1778112,113856
30.405000,1778553,113875
30.530000,1778994,114355
30.535000,1779435,114374
30.540000,1779876,114394
30.545000,1780317,114413
30.550000,1780758,114432
30.555000,1781199,114451
30.560000,1781640,114470
30.565000,1782081,114490
30.570000,1782522,114509
30.575000,1782963,114528
30.580000,1783404,114547
30.585000,1783845,114566
30.590000,1784286,114586
30.595000,1784727,114605
30.600000,1785168,114624
30.605000,1785609,114643
30.610000,1786050,114662
30.615000,1786491,114682
30.620000,1786932,114701
30.625000,1787373,114720
30.630000,1787814,114739
30.635000,1788255,114758
30.640000,1788696,114778
30.645000,1789137,114797
30.650000,1789578,114816
30.655000,1790019,114835
30.660000,1790460,114854
30.665000,1790901,114874
30.670000,1791342,114893
30.675000,1791783,114912
30.680000,1792224,114931
30.685000,1792665,114950
30.690000,1793106,114970
30.695000,1793547,114989
30.700000,1793988,115008
30.705000,1794429,115027
30.710000,1794870,115046
30.715000,1795311,115066
30.720000,1795752,115085
30.725000,1796193,115104
30.730000,1796634,115123
30.735000,1797075,115142
30.740000,1797516,115162
30.745000,1797957,115181
30.750000,1798398,115200
30.755000,1798839,115219
30.760000,1799280,115238
30.765000,1799721,115258
30.770000,1800162,115277
30.775000,1800603,115296
30.780000,1801044,115315
30.785000,1801485,115334
30.790000,1801926,115354
30.795000,1802367,115373
30.800000,1802808,115392
30.805000,1803249,115411
30.810000,1803690,115430
30.815000,1804131,115450
30.820000,1804572,115469
30.825000,1805013,115488
30.830000,1805454,115507
30.835000,1805895,115526
30.840000,1806336,115546
30.845000,1806777,115565
30.850000,1807218,115584
30.855000,1807659,115603
30.860000,1808100,115622
30.865000,1808541,115642
30.870000,1808982,115661
30.875000,1809423,115680
30.880000,1809864,115699
30.885000,1810305,115718
30.890000,1810746,115738
30.950000,1811187,115757
30.955000,1811628,115776
30.960000,1812069,115795
30.965000,1812510,115814
30.970000,1812951,116045
30.975000,1813392,116064
30.980000,1813833,116083
30.985000,1814274,116102
30.990000,1814715,116122
30.995000,1815156,116141
31.000000,1815597,116160
31.005000,1816038,116179
31.010000,1816479,116198
31.015000,1816920,116218
31.020000,1817361,116237
31.025000,1817802,116275
31.135000,1818243,116870
31.140000,1818684,116890
31.145000,1819125,116909
31.150000,1819566,116928
31.155000,1820007,116947
31.160000,1820448,116966
31.165000,1820889,116986
31.170000,1821330,117005
31.175000,1821771,117024
31.180000,1822212,117043
31.185000,1822653,117062
31.190000,1823094,117082
31.195000,1823535,117101
31.200000,1823976,117120
31.205000,1824417,117139
31.210000,1824858,117158
31.215000,1825299,117178
31.220000,1825740,117197
31.225000,1826181,117216
31.230000,1826622,117235
31.235000,1827063,117254
31.240000,1827504,117274
31.245000,1827945,117293
31.250000,1828386,117312
31.255000,1828827,117331
31.260000,1829268,117350
31.300000,1829709,117370
31.305000,1830150,117389
31.310000,1830591,117408
31.315000,1831032,117427
31.320000,1831473,117446
31.325000,1831914,117466
31.330000,1832355,117485
31.335000,1832796,117504
31.340000,1833237,117523
31.345000,1833678,117542
31.350000,1834119,117562
31.355000,1834560,117581
31.375000,1835001,117600
31.380000,1835442,117638
31.385000,1835883,117658
31.390000,1836324,117677
31.395000,1836765,117696
31.400000,1837206,117715
31.405000,1837647,117734
31.410000,1838088,117754
31.415000,1838529,117773
31.420000,1838970,117792
31.425000,1839411,117811
31.430000,1839852,117830
31.435000,1840293,117850
31.440000,1840734,117869
31.445000,1841175,117888
31.450000,1841616,117907
31.455000,1842057,117926
31.460000,1842498,117946
31.465000,1842939,117965
31.470000,1843380,117984
31.500000,1843821,118080
31.505000,1844262,118099
31.510000,1844703,118118
31.515000,1845144,118138
31.520000,1845585,118157
31.525000,1846026,118176
31.530000,1846467,118195
31.540000,1846908,118234
31.545000,1847349,118253
31.550000,1847790,118272
31.555000,1848231,118291
31.565000,1848672,118330
31.570000,1849113,118349
31.575000,1849554,118368
31.580000,1849995,118387
31.585000,1850436,118406
31.590000,1850877,118426
31.595000,1851318,118445
31.600000,1851759,118464
31.605000,1852200,118483
31.610000,1852641,118502
31.615000,1853082,118522
31.620000,1853523,118541
31.625000,1853964,118560
31.630000,1854405,118579
31.635000,1854846,118598
31.640000,1855287,118618
31.645000,1855728,118637
31.650000,1856169,118656
31.655000,1856610,118675
31.660000,1857051,118694
31.665000,1857492,118714
31.670000,1857933,118733
31.675000,1858374,118752
31.820000,1858815,119040
31.825000,1859256,119059
31.830000,1859697,119078
31.835000,1860138,119098
31.840000,1860579,119194
31.845000,1861020,119405
31.850000,1861461,119424
31.855000,1861902,119443
31.860000,1862343,119462
31.865000,1862784,119482
31.870000,1863225,119501
31.875000,1863666,119520
31.880000,1864107,119539
31.885000,1864548,119558
31.890000,1864989,119578
31.895000,1865430,119597
31.900000,1865871,119616
31.905000,1866312,119635
31.910000,1866753,119654
31.965000,1867194,119866
31.970000,1867635,119885
31.975000,1868076,119904
31.980000,1868517,119923
31.985000,1868958,119942
31.990000,1869399,119962
31.995000,1869840,119981
32.000000,1870281,120000
32.005000,1870722,120019
32.010000,1871163,120038
32.015000,1871604,120058
32.020000,1872045,120077
32.025000,1872486,120096
32.030000,1872927,120115
32.035000,1873368,120134
32.040000,1873809,120154
32.045000,1874250,120173
32.050000,1874691,120192
32.055000,1875132,120211
32.060000,1875573,120230
32.065000,1876014,120250
32.070000,1876455,120269
32.075000,1876896,120288
32.080000,1877337,120307
32.085000,1877778,120326
32.090000,1878219,120346
32.095000,1878660,120365
32.100000,1879101,120384
32.105000,1879542,120403
32.110000,1879983,120422
32.115000,1880424,120442
32.120000,1880865,120461
32.125000,1881306,120480
32.130000,1881747,120499
32.135000,1882188,120518
32.140000,1882629,120538
32.145000,1883070,120557
32.150000,1883511,120576
32.155000,1883952,120595
32.230000,1884393,120883
32.235000,1884834,120902
32.240000,1885275,120922
32.245000,1885716,120941
32.255000,1886157,120979
32.260000,1886598,120998
32.280000,1887039,121152
32.300000,1887480,121210
32.320000,1887921,121229
32.325000,1888362,121248
32.330000,1888803,121267
32.335000,1889244,121286
32.340000,1889685,121306
32.345000,1890126,121325
32.350000,1890567,121344
32.355000,1891008,121363
32.360000,1891449,121382
32.365000,1891890,121402
32.370000,1892331,121421
32.375000,1892772,121440
32.380000,1893213,121459
32.385000,1893654,121478
32.390000,1894095,121498
32.395000,1894536,121517
32.400000,1894977,121536
32.405000,1895418,121555
32.410000,1895859,121574
32.415000,1896300,121594
32.420000,1896741,121613
32.425000,1897182,121632
32.430000,1897623,121651
32.435000,1898064,121670
32.440000,1898505,121690
32.445000,1898946,121709
32.450000,1899387,121728
32.455000,1899828,121747
32.460000,1900269,121766
32.465000,1900710,121786
32.470000,1901151,121805
32.475000,1901592,121824
32.480000,1902033,121843
32.500000,1902474,121920
32.510000,1902915,121978
32.515000,1903356,121997
32.520000,1903797,122016
32.525000,1904238,122035
32.530000,1904679,122054
32.535000,1905120,122074
32.540000,1905561,122093
32.545000,1906002,122112
32.550000,1906443,122131
32.555000,1906884,122150
32.560000,1907325,122170
32.565000,1907766,122189
32.675000,1908207,122592
32.680000,1908648,122611
32.685000,1909089,122630
32.690000,1909530,122650
32.695000,1909971,122669
32.700000,1910412,122688
32.705000,1910853,122707
32.710000,1911294,122726
32.715000,1911735,122746
32.720000,1912176,122765
32.725000,1912617,122784
32.730000,1913058,122803
32.735000,1913499,122822
32.740000,1913940,122842
32.745000,1914381,122861
32.750000,1914822,122880
32.755000,1915263,122899
32.760000,1915704,122918
32.765000,1916145,122938
32.770000,1916586,122957
32.775000,1917027,122976
32.780000,1917468,122995
32.785000,1917909,123014
32.790000,1918350,123034
32.795000,1918791,123053
32.800000,1919232,123072
32.805000,1919673,123091
32.810000,1920114,123110
32.815000,1920555,123130
32.820000,1920996,123149
32.825000,1921437,123168
32.830000,1921878,123187
32.835000,1922319,123206
32.840000,1922760,123226
32.980000,1923201,123763
32.985000,1923642,123782
32.990000,1924083,123802
32.995000,1924524,123821
33.000000,1924965,123840
33.005000,1925406,123859
33.010000,1925847,123878
33.015000,1926288,123898
33.020000,1926729,123917
33.025000,1927170,123936
33.030000,1927611,123955
33.035000,1928052,123974
33.040000,1928493,123994
33.045000,1928934,124013
33.050000,1929375,124032
33.055000,1929816,124051
33.060000,1930257,124070
33.065000,1930698,124090
33.070000,1931139,124109
33.090000,1931580,124186
33.095000,1932021,124205
33.100000,1932462,124224
33.105000,1932903,124243
33.110000,1933344,124262
33.115000,1933785,124282
33.120000,1934226,124301
33.125000,1934667,124320
33.130000,1935108,124339
33.135000,1935549,124358
33.140000,1935990,124378
33.145000,1936431,124397
33.150000,1936872,124416
33.155000,1937313,124435
33.160000,1937754,124454
33.165000,1938195,124474
33.170000,1938636,124493
33.175000,1939077,124512
33.180000,1939518,124531
33.185000,1939959,124550
33.230000,1940400,124570
33.235000,1940841,124589
33.240000,1941282,124608
33.245000,1941723,124627
33.250000,1942164,124646
33.255000,1942605,124666
33.260000,1943046,124685
33.265000,1943487,124704
33.270000,1943928,124723
33.275000,1944369,124742
33.280000,1944810,124762
33.285000,1945251,124781
33.290000,1945692,124800
33.295000,1946133,124819
33.300000,1946574,124838
33.305000,1947015,124858
33.310000,1947456,124877
33.315000,1947897,124896
33.320000,1948338,124915
33.325000,1948779,124934
33.330000,1949220,124954
33.335000,1949661,124973
33.340000,1950102,124992
33.345000,1950543,125011
33.350000,1950984,125030
33.355000,1951425,125050
33.360000,1951866,125069
33.365000,1952307,125242
33.370000,1952748,125261
33.380000,1953189,125280
33.385000,1953630,125299
33.390000,1954071,125318
33.395000,1954512,125338
33.400000,1954953,125357
33.405000,1955394,125376
33.410000,1955835,125395
33.415000,1956276,125414
33.420000,1956717,125434
33.425000,1957158,125453
33.430000,1957599,125472
33.435000,1958040,125491
33.440000,1958481,125510
33.445000,1958922,125530
33.450000,1959363,125549
33.455000,1959804,125568
33.460000,1960245,125587
33.725000,1960686,126624
33.730000,1961127,126643
33.735000,1961568,126662
33.740000,1962009,126682
33.745000,1962450,126701
33.830000,1962891,127027
33.835000,1963332,127046
33.840000,1963773,127066
33.845000,1964214,127085
33.850000,1964655,127104
33.855000,1965096,127123
33.860000,1965537,127142
33.865000,1965978,127162
33.870000,1966419,127181
33.875000,1966860,127200
33.880000,1967301,127219
33.885000,1967742,127238
33.890000,1968183,127258
33.895000,1968624,127277
33.900000,1969065,127296
33.905000,1969506,127315
33.910000,1969947,127334
33.915000,1970388,127344
33.920000,1970829,127354
33.925000,1971270,127373
33.930000,1971711,127392
33.935000,1972152,127411
33.940000,1972593,127430
33.945000,1973034,127450
33.950000,1973475,127469
33.955000,1973916,127488
33.960000,1974357,127507
33.965000,1974798,127526
33.970000,1975239,127546
33.975000,1975680,127565
33.980000,1976121,127584
33.985000,1976562,127603
33.990000,1977003,127622
33.995000,1977444,127642
34.000000,1977885,127661
34.005000,1978326,127680
34.010000,1978767,127699
34.015000,1979208,127718
34.020000,1979649,127738
34.025000,1980090,127757
34.030000,1980531,127776
34.035000,1980972,127795
34.040000,1981413,127814
34.045000,1981854,127834
34.050000,1982295,127853
34.055000,1982736,127872
34.060000,1983177,127891
34.065000,1983618,127910
34.070000,1984059,127930
34.075000,1984500,127949
34.080000,1984941,127968
34.085000,1985382,127987
34.090000,1985823,128006
34.095000,1986264,128026
34.100000,1986705,128045
34.105000,1987146,128064
34.110000,1987587,128083
34.115000,1988028,128102
34.120000,1988469,128122
34.125000,1988910,128141
34.130000,1989351,128160
34.135000,1989792,128179
34.140000,1990233,128198
34.145000,1990674,128218
34.150000,1991115,128237
34.155000,1991556,128256
34.160000,1991997,128275
34.165000,1992438,128294
34.170000,1992879,128314
34.175000,1993320,128333
34.180000,1993761,128352
34.185000,1994202,128371
34.190000,1994643,128390
34.195000,1995084,128410
34.200000,1995525,128429
34.210000,1995966,128928
34.215000,1996407,128947
34.220000,1996848,128966
34.225000,1997289,128986
34.230000,1997730,129005
34.235000,1998171,129024
34.240000,1998612,129043
34.245000,1999053,129062
34.250000,1999494,129082
34.255000,1999935,129101
34.260000,2000376,129120
34.265000,2000817,129139
34.270000,2001258,129158
34.275000,2001699,129178
34.280000,2002140,129197
34.285000,2002581,129216
34.290000,2003022,129235
34.295000,2003463,129254
34.330000,2003904,129274
34.335000,2004345,129293
34.340000,2004786,129312
34.345000,2005227,129331
34.350000,2005668,129350
34.355000,2006109,129370
34.360000,2006550,129389
34.365000,2006991,129408
34.370000,2007432,129427
34.375000,2007873,129446
34.380000,2008314,129466
34.385000,2008755,129485
34.390000,2009196,129504
34.395000,2009637,129523
34.400000,2010078,129542
34.405000,2010519,129562
34.410000,2010960,129581
34.415000,2011401,129619
34.420000,2011842,129773
34.425000,2012283,129792
34.430000,2012724,129811
34.435000,2013165,129830
34.440000,2013606,129850
34.445000,2014047,130195
34.450000,2014488,130214
34.455000,2014929,130234
34.460000,2015370,130253
34.465000,2015811,130272
34.470000,2016252,130291
34.475000,2016693,130310
34.480000,2017134,130330
34.485000,2017575,130349
34.490000,2018016,130368
34.495000,2018457,130387
34.500000,2018898,130406
34.505000,2019339,130426
34.845000,2019780,130445
34.850000,2020221,130464
34.855000,2020662,130483
34.860000,2021103,130502
34.865000,2021544,130522
34.870000,2021985,130541
34.875000,2022426,130560
34.880000,2022867,130579
34.885000,2023308,130598
34.890000,2023749,130618
34.895000,2024190,130637
34.900000,2024631,130656
34.905000,2025072,130675
34.910000,2025513,130694
34.915000,2025954,130714
34.920000,2026395,130733
34.925000,2026836,130752
34.930000,2027277,130771
34.932500,2027718,130790
34.935000,2028159,130810
34.940000,2028600,130829
34.945000,2029041,130848
34.950000,2029482,130867
34.955000,2029923,130886
34.960000,2030364,130906
34.965000,2030805,130925
34.970000,2031246,130944
34.975000,2031687,130963
34.980000,2032128,130982
34.985000,2032569,131002
34.990000,2033010,131462
34.995000,2033451,131482
35.000000,2033892,131501
35.005000,2034333,131520
35.010000,2034774,131539
35.015000,2035215,131558
35.020000,2035656,131578
35.025000,2036097,131597
35.030000,2036538,131616
35.035000,2036979,131635
35.040000,2037420,131654
35.045000,2037861,131674
35.180000,2038302,132211
35.185000,2038743,132230
35.190000,2039184,132250
35.195000,2039625,132269
35.200000,2040066,132288
35.205000,2040507,132307
35.210000,2040948,132326
35.215000,2041389,132346
35.220000,2041830,132365
35.225000,2042271,132384
35.230000,2042712,132403
35.235000,2043153,132422
35.240000,2043594,132442
35.245000,2044035,132461
35.250000,2044476,132480
35.255000,2044917,132499
35.260000,2045358,132518
35.265000,2045799,132538
35.270000,2046240,132557
35.275000,2046681,132576
35.280000,2047122,132595
35.285000,2047563,132614
35.290000,2048004,132634
35.295000,2048445,132653
35.300000,2048886,132672
35.305000,2049327,132691
35.310000,2049768,132710
35.315000,2050209,132730
35.320000,2050650,132749
35.325000,2051091,132768
35.330000,2051532,132787
35.335000,2051973,132806
35.340000,2052414,132826
35.345000,2052855,132845
35.350000,2053296,132864
35.355000,2053737,132883
35.360000,2054178,132902
35.365000,2054619,132922
35.370000,2055060,132941
35.375000,2055501,132960
35.380000,2055942,132979
35.385000,2056383,132998
35.390000,2056824,133018
35.395000,2057265,133037
35.400000,2057706,133056
35.405000,2058147,133075
35.410000,2058588,133094
35.415000,2059029,133114
35.485000,2059470,133382
35.490000,2059911,133402
35.495000,2060352,133421
35.500000,2060793,133440
35.505000,2061234,133459
35.510000,2061675,133478
35.515000,2062116,133498
35.520000,2062557,133517
35.525000,2062998,133536
35.530000,2063439,133555
35.535000,2063880,133574
35.540000,2064321,133594
35.545000,2064762,133613
35.550000,2065203,133632
35.555000,2065644,133651
35.560000,2066085,133670
35.565000,2066526,133690
35.570000,2066967,133709
35.575000,2067408,133728
35.580000,2067849,133747
35.585000,2068290,133766
35.590000,2068731,133786
35.595000,2069172,133805
35.600000,2069613,133824
35.605000,2070054,133843
35.610000,2070495,133862
35.615000,2070936,133882
35.620000,2071377,133901
35.625000,2071818,133920
35.630000,2072259,133939
35.635000,2072700,133958
35.750000,2073141,134400
35.755000,2073582,134419
35.760000,2074023,134438
35.765000,2074464,134458
35.770000,2074905,134477
35.775000,2075346,134496
35.780000,2075787,134515
35.785000,2076228,134534
35.790000,2076669,134554
35.795000,2077110,134573
35.800000,2077551,134592
35.805000,2077992,134611
35.810000,2078433,134630
35.815000,2078874,134650
35.820000,2079315,134669
35.825000,2079756,134688
35.830000,2080197,134707
35.835000,2080638,134726
35.840000,2081079,134746
35.845000,2081520,134765
35.850000,2081961,134784
35.855000,2082402,134803
35.860000,2082843,134822
35.865000,2083284,134842
35.870000,2083725,134861
35.875000,2084166,134880
35.965000,2084607,134899
35.970000,2085048,134918
35.975000,2085489,134938
35.980000,2085930,134957
35.985000,2086371,134976
35.990000,2086812,135322
35.995000,2087253,135341
36.000000,2087694,135360
36.005000,2088135,135379
36.010000,2088576,135398
36.015000,2089017,135418
36.020000,2089458,135437
36.025000,2089899,135456
36.030000,2090340,135475
36.035000,2090781,135494
36.040000,2091222,135514
36.045000,2091663,135533
36.050000,2092104,135552
36.055000,2092545,135571
36.060000,2092986,135590
36.065000,2093427,135610
36.070000,2093868,135629
36.075000,2094309,135648
36.080000,2094750,135667
36.085000,2095191,135686
36.090000,2095632,135706
36.095000,2096073,135725
36.100000,2096514,135744
36.105000,2096955,135763
36.110000,2097396,135782
36.115000,2097837,135802
36.120000,2098278,135821
36.125000,2098719,135840
36.130000,2099160,135859
36.235000,2099601,136262
36.240000,2100042,136282
36.245000,2100483,136301
36.250000,2100924,136320
36.255000,2101365,136339
36.260000,2101806,136358
36.265000,2102247,136378
36.270000,2102688,136397
36.275000,2103129,136416
36.280000,2103570,136435
36.330000,2104011,136627
36.335000,2104452,136646
36.340000,2104893,136666
36.345000,2105334,136685
36.350000,2105775,136704
36.355000,2106216,136723
36.360000,2106657,136742
36.365000,2107098,136762
36.370000,2107539,136781
36.375000,2107980,136800
36.380000,2108421,136819
36.385000,2108862,136838
36.390000,2109303,136858
36.395000,2109744,136877
36.400000,2110185,136896
36.405000,2110626,136915
36.410000,2111067,136934
36.415000,2111508,136954
36.420000,2111949,136973
36.425000,2112390,136992
36.430000,2112831,137011
36.435000,2113272,137030
36.440000,2113713,137050
36.445000,2114154,137069
36.450000,2114595,137088
36.495000,2115036,137261
36.500000,2115477,137280
36.505000,2115918,137299
36.510000,2116359,137318
36.515000,2116800,137338
36.520000,2117241,137357
36.525000,2117682,137376
36.530000,2118123,137395
36.535000,2118564,137414
36.540000,2119005,137434
36.545000,2119446,137453
36.550000,2119887,137472
36.555000,2120328,137491
36.560000,2120769,137510
36.565000,2121210,137530
36.570000,2121651,137549
36.575000,2122092,137568
36.580000,2122533,137587
36.585000,2122974,137606
36.590000,2123415,137626
36.595000,2123856,137645
36.600000,2124297,137664
36.605000,2124738,137683
36.610000,2125179,137702
36.615000,2125620,137722
36.620000,2126061,137741
36.625000,2126502,137760
36.725000,2126943,138144
36.730000,2127384,138163
36.735000,2127825,138182
36.740000,2128266,138202
36.745000,2128707,138221
36.750000,2129148,138240
36.755000,2129589,138259
36.760000,2130030,138278
36.765000,2130471,138298
36.770000,2130912,138317
36.775000,2131353,138336
36.780000,2131794,138355
36.785000,2132235,138374
36.790000,2132676,138394
36.795000,2133117,138413
36.800000,2133558,138432
36.805000,2133999,138451
36.810000,2134440,138470
36.815000,2134881,138490
36.820000,2135322,138509
36.825000,2135763,138528
36.830000,2136204,138547
36.835000,2136645,138566
36.840000,2137086,138586
36.880000,2137527,138739
36.890000,2137968,138758
36.895000,2138409,138778
36.900000,2138850,138797
36.905000,2139291,138816
36.910000,2139732,138835
36.915000,2140173,138854
36.925000,2140614,139104
36.930000,2141055,139123
36.985000,2141496,139142
36.990000,2141937,139162
36.995000,2142378,139181
37.000000,2142819,139200
37.010000,2143260,139238
37.145000,2143701,139757
37.150000,2144142,139776
37.155000,2144583,139795
37.160000,2145024,139814
37.165000,2145465,139834
37.170000,2145906,139853
37.175000,2146347,139872
37.180000,2146788,139891
37.185000,2147229,139910
37.190000,2147670,139930
37.195000,2148111,139949
37.200000,2148552,139968
37.205000,2148993,139987
37.210000,2149434,140006
37.215000,2149875,140026
37.220000,2150316,140045
37.225000,2150757,140064
37.230000,2151198,140083
37.235000,2151639,140102
37.240000,2152080,140122
37.245000,2152521,140141
37.250000,2152962,140160
37.255000,2153403,140179
37.260000,2153844,140198
37.265000,2154285,140218
37.270000,2154726,140237
37.275000,2155167,140256
37.280000,2155608,140275
37.285000,2156049,140294
37.290000,2156490,140314
37.295000,2156931,140333
37.300000,2157372,140352
37.305000,2157813,140371
37.310000,2158254,140390
37.315000,2158695,140410
37.320000,2159136,140429
37.325000,2159577,140448
37.330000,2160018,140467
37.335000,2160459,140486
37.340000,2160900,140506
37.345000,2161341,140525
37.350000,2161782,140544
37.355000,2162223,140563
37.360000,2162664,140582
37.365000,2163105,140602
37.370000,2163546,140621
37.375000,2163987,140640
37.380000,2164428,140659
37.385000,2164869,140678
37.390000,2165310,140698
37.395000,2165751,140717
37.400000,2166192,140736
37.405000,2166633,140755
37.410000,2167074,140774
37.415000,2167515,140794
37.420000,2167956,140813
37.425000,2168397,140832
37.430000,2168838,140851
37.435000,2169279,140870
37.440000,2169720,140890
37.445000,2170161,140909
37.450000,2170602,140928
37.455000,2171043,140947
37.460000,2171484,140966
37.465000,2171925,140986
37.470000,2172366,141005
37.495000,2172807,141216
37.535000,2173248,141254
37.540000,2173689,141274
37.545000,2174130,141293
37.550000,2174571,141312
37.555000,2175012,141331
37.560000,2175453,141350
37.565000,2175894,141370
37.570000,2176335,141389
37.575000,2176776,141408
37.580000,2177217,141427
37.585000,2177658,141446
37.690000,2178099,141850
37.695000,2178540,141869
37.700000,2178981,141888
37.705000,2179422,141907
37.710000,2179863,141926
37.715000,2180304,141946
37.720000,2180745,141965
37.725000,2181186,141984
37.730000,2181627,142003
37.735000,2182068,142022
37.740000,2182509,142042
37.745000,2182950,142061
37.750000,2183391,142080
37.755000,2183832,142099
37.760000,2184273,142118
37.765000,2184714,142138
37.770000,2185155,142157
37.775000,2185596,142176
37.780000,2186037,142195
37.785000,2186478,142214
37.790000,2186919,142234
37.795000,2187360,142253
37.800000,2187801,142272
37.805000,2188242,142291
37.810000,2188683,142310
37.815000,2189124,142330
37.820000,2189565,142349
37.825000,2190006,142368
37.830000,2190447,142387
37.835000,2190888,142406
37.840000,2191329,142426
37.845000,2191770,142445
37.850000,2192211,142464
37.855000,2192652,142483
37.860000,2193093,142502
37.865000,2193534,142522
37.870000,2193975,142541
37.875000,2194416,142560
37.880000,2194857,142579
37.885000,2195298,142598
37.890000,2195739,142618
37.895000,2196180,142637
37.900000,2196621,142982
37.990000,2197062,143002
37.995000,2197503,143021
38.000000,2197944,143040
38.005000,2198385,143059
38.010000,2198826,143078
38.015000,2199267,143098
38.020000,2199708,143117
38.025000,2200149,143136
38.030000,2200590,143155
38.035000,2201031,143174
38.040000,2201472,143194
38.045000,2201913,143213
38.050000,2202354,143232
38.055000,2202795,143251
38.060000,2203236,143270
38.065000,2203677,143290
38.070000,2204118,143309
38.075000,2204559,143328
38.080000,2205000,143347
38.085000,2205441,143366
38.090000,2205882,143386
38.095000,2206323,143405
38.100000,2206764,143424
38.105000,2207205,143443
38.110000,2207646,143462
38.115000,2208087,143482
38.120000,2208528,143501
38.125000,2208969,143520
38.130000,2209410,143539
38.135000,2209851,143558
38.140000,2210292,143578
38.145000,2210733,143597
38.175000,2211174,143712
38.245000,2211615,143981
38.250000,2212056,144000
38.255000,2212497,144019
38.260000,2212938,144038
38.295000,2213379,144173
38.300000,2213820,144192
38.310000,2214261,144230
38.315000,2214702,144250
38.320000,2215143,144269
38.325000,2215584,144288
38.330000,2216025,144307
38.335000,2216466,144326
38.340000,2216907,144346
38.345000,2217348,144365
38.350000,2217789,144384
38.355000,2218230,144403
38.360000,2218671,144422
38.365000,2219112,144442
38.370000,2219553,144461
38.375000,2219994,144480
38.380000,2220435,144499
38.385000,2220876,144518
38.390000,2221317,144538
38.395000,2221758,144557
38.400000,2222199,144576
38.405000,2222640,144595
38.410000,2223081,144614
38.415000,2223522,144634
38.420000,2223963,144653
38.425000,2224404,144672
38.430000,2224845,144691
38.465000,2225286,144826
38.470000,2225727,144845
38.475000,2226168,144864
38.480000,2226609,144883
38.485000,2227050,144902
38.490000,2227491,144922
38.495000,2227932,144941
38.500000,2228373,144960
38.505000,2228814,144979
38.510000,2229255,144998
38.515000,2229696,145018
38.520000,2230137,145037
38.525000,2230578,145056
38.530000,2231019,145075
38.535000,2231460,145094
38.540000,2231901,145114
38.545000,2232342,145133
38.550000,2232783,145152
38.555000,2233224,145171
38.560000,2233665,145190
38.565000,2234106,145210
38.570000,2234547,145229
38.575000,2234988,145248
38.580000,2235429,145267
38.585000,2235870,145286
38.590000,2236311,145306
38.595000,2236752,145325
38.600000,2237193,145344
38.605000,2237634,145363
38.610000,2238075,145382
